,loss,mean_absolute_error,mse,accuracy,val_loss,val_mean_absolute_error,val_mse,val_accuracy
0,0.0006480763549916446,0.013209177181124687,0.000600113533437252,0.5825600028038025,0.00044838638859800994,0.010973329655826092,0.0004040285130031407,0.6876800060272217
1,0.0005884583806619048,0.012521792203187943,0.0005428981385193765,0.5866666436195374,0.0004954307805746794,0.01211139652878046,0.0004444784135557711,0.6865599751472473
2,0.000574782956391573,0.012296522036194801,0.0005231852410361171,0.5935466885566711,0.00039075297536328435,0.010081671178340912,0.00034769729245454073,0.7049599885940552
3,0.0005832312745042145,0.012385142967104912,0.0005291755660437047,0.5954399704933167,0.0004024443041998893,0.010492508299648762,0.0003548452805262059,0.7060800194740295
4,0.0005900848773308098,0.012279505841434002,0.0005214433185756207,0.6029066443443298,0.0006912127719260752,0.012673094868659973,0.0005659846356138587,0.6848800182342529
5,0.0005335815949365497,0.011679456569254398,0.00047698512207716703,0.6050933599472046,0.000376517535187304,0.009794648736715317,0.0003289713931735605,0.718559980392456
6,0.0005076098022982478,0.011494843289256096,0.0004611964395735413,0.6137333512306213,0.0006849795463494956,0.013111919164657593,0.0006363136926665902,0.7165600061416626
7,0.0005054225330241024,0.011375268921256065,0.00045353168388828635,0.619973361492157,0.00033973748213611543,0.009308068081736565,0.00029549174359999597,0.7365599870681763
8,0.0005212184623815119,0.011599245481193066,0.0004677672404795885,0.6174666881561279,0.00042027243762277067,0.009556809440255165,0.00030577820143662393,0.7395200133323669
9,0.0004891272983513772,0.011209721677005291,0.0004406607476994395,0.6232266426086426,0.00037707274896092713,0.009867915883660316,0.000335147138684988,0.7307199835777283
