,loss,mean_absolute_error,mse,accuracy,val_loss,val_mean_absolute_error,val_mse,val_accuracy
0,2.1496784687042236,0.01750028505921364,0.0023409684654325247,0.2146933376789093,0.9651882648468018,0.013040592893958092,0.0017383018275722861,0.36127999424934387
1,0.49494001269340515,0.011160469613969326,0.0009790119947865605,0.5041066408157349,0.19603648781776428,0.010078051127493382,0.0009194152662530541,0.5447999835014343
2,0.09189377725124359,0.008418463170528412,0.0005467368755489588,0.6208533048629761,0.030936740338802338,0.007898816838860512,0.0005444968701340258,0.6080800294876099
3,0.013281138613820076,0.006903534289449453,0.0003411007928662002,0.665440022945404,0.003918215166777372,0.0061491490341722965,0.0003049933584406972,0.7283999919891357
4,0.0017723663477227092,0.0065360586158931255,0.0003103263152297586,0.6702666878700256,0.0006488838116638362,0.005560307763516903,0.000233429906074889,0.7598400115966797
5,0.00048670009709894657,0.006196534261107445,0.00028484861832112074,0.6797599792480469,0.0003024103934876621,0.00501967454329133,0.00020366307580843568,0.7775200009346008
6,0.00033726185210980475,0.00595425721257925,0.0002629319205880165,0.6897333264350891,0.000259521504631266,0.00536051532253623,0.00019959922065027058,0.7755200266838074
7,0.00029999527032487094,0.005763666704297066,0.0002470329054631293,0.6999733448028564,0.00021128759544808418,0.004571338649839163,0.00016485901142004877,0.7972000241279602
8,0.00027872956707142293,0.005613342858850956,0.0002352427109144628,0.7085066437721252,0.00021195707086008042,0.00482030538842082,0.0001694473612587899,0.8048800230026245
9,0.00026504165725782514,0.005518719088286161,0.00022593863832298666,0.7159733176231384,0.00021134853886906058,0.0045562973245978355,0.00017719657626003027,0.8109599947929382
