,loss,mean_absolute_error,mse,accuracy,val_loss,val_mean_absolute_error,val_mse,val_accuracy
0,0.001121595734730363,0.021586330607533455,0.0010751630179584026,0.6602399945259094,0.0009318625670857728,0.019335098564624786,0.0008845935808494687,0.7611200213432312
1,0.000990388449281454,0.020299715921282768,0.0009449768112972379,0.67194664478302,0.0010765643091872334,0.020503293722867966,0.0010330529185011983,0.7661600112915039
2,0.0009715274209156632,0.020106345415115356,0.0009262304520234466,0.6746399998664856,0.0008787117549218237,0.019548539072275162,0.0008338557672686875,0.7763199806213379
3,0.0009748484008014202,0.020114293321967125,0.0009294371702708304,0.676800012588501,0.001103495480492711,0.0206028800457716,0.00105790956877172,0.770799994468689
4,0.0009932460961863399,0.020266249775886536,0.0009452301892451942,0.6776000261306763,0.0008572665392421186,0.01909019984304905,0.0008076497470028698,0.7833600044250488
5,0.0009237917838618159,0.019619440659880638,0.0008764640078879893,0.6809066534042358,0.0008564167656004429,0.019133921712636948,0.0008096200763247907,0.791920006275177
6,0.0009186296374537051,0.01955142803490162,0.0008729650871828198,0.6852533221244812,0.0008207638747990131,0.018274938687682152,0.0007753354730084538,0.7890400290489197
7,0.0009179729968309402,0.019569482654333115,0.0008712965645827353,0.6842133402824402,0.0008084157016128302,0.018453655764460564,0.0007624463178217411,0.7947199940681458
8,0.0009607778047211468,0.019957443699240685,0.0009133070125244558,0.6875466704368591,0.0008247460355050862,0.018101263791322708,0.0007781244930811226,0.8015199899673462
9,0.0009301780955865979,0.019655443727970123,0.0008822337840683758,0.6908533573150635,0.001034343265928328,0.019968079403042793,0.0009872986702248454,0.80103999376297
