,loss,mean_absolute_error,mse,accuracy,val_loss,val_mean_absolute_error,val_mse,val_accuracy
0,0.0003441310836933553,0.008029353804886341,0.00028662194381468,0.7167733311653137,0.00019497022731229663,0.006186340469866991,0.000158806869876571,0.8587200045585632
1,0.0002621978346724063,0.00691529456526041,0.00022675837681163102,0.7229599952697754,0.00017133344954345375,0.0058433739468455315,0.0001387486991006881,0.8627200126647949
2,0.00024464394664391875,0.006666264031082392,0.00021269200078677386,0.7228000164031982,0.00024135966668836772,0.006381349638104439,0.0002092032809741795,0.8620799779891968
3,0.00037487136432901025,0.007435580249875784,0.0002695159346330911,0.7284533381462097,0.00018265011021867394,0.00589752197265625,0.00013690150808542967,0.8561599850654602
4,0.0002322472573723644,0.006389610469341278,0.0001965044066309929,0.7254400253295898,0.000158301365445368,0.005316886585205793,0.0001262958685401827,0.8653600215911865
5,0.00022279625409282744,0.006266588345170021,0.0001913635787786916,0.7251999974250793,0.0001485806715209037,0.005301459226757288,0.0001184762513730675,0.871999979019165
6,0.00021993847622070462,0.006246159318834543,0.00018991169054061174,0.7305333614349365,0.00021174369612708688,0.006787568796426058,0.00018076406558975577,0.867680013179779
7,0.00022869989334139973,0.006367823109030724,0.00019853950652759522,0.7298933267593384,0.00016899628099054098,0.005340658128261566,0.00013736567052546889,0.8319200277328491
8,0.00022544196690432727,0.0062539419159293175,0.00018943619215860963,0.731493353843689,0.00016956836043391377,0.005974420811980963,0.00013814683188684285,0.8662400245666504
9,0.000218615576159209,0.006096955388784409,0.0001829726534197107,0.7306666374206543,0.0002824565744958818,0.006375092547386885,0.00016908851102925837,0.8553599715232849
