,loss,mean_absolute_error,mse,accuracy,val_loss,val_mean_absolute_error,val_mse,val_accuracy
0,0.0005919680115766823,0.014347744174301624,0.0005537541001103818,0.7016000151634216,0.0004493446322157979,0.012357777915894985,0.00041282150777988136,0.8084800243377686
1,0.0005608505452983081,0.01395429391413927,0.0005228793597780168,0.7016533613204956,0.0004946307162754238,0.012891750782728195,0.0004622875712811947,0.8140000104904175
2,0.0005854766350239515,0.014296209439635277,0.0005468810559250414,0.7046399712562561,0.0004200319235678762,0.012103703804314137,0.00038195919478312135,0.8159999847412109
3,0.0005433571641333401,0.013743434101343155,0.0005073374486528337,0.7049066424369812,0.0004108606372028589,0.012143897823989391,0.00037357956171035767,0.8136000037193298
4,0.0005682699847966433,0.014093385078012943,0.0005307368701323867,0.7057333588600159,0.0004156092763878405,0.012290715239942074,0.0003776098310481757,0.8183199763298035
5,0.0005461774417199194,0.013776477426290512,0.0005085167940706015,0.7105333209037781,0.00044232798973098397,0.012350203469395638,0.00040577605250291526,0.8284800052642822
6,0.0005257986485958099,0.013532153330743313,0.0004895133897662163,0.7093600034713745,0.00040258571971207857,0.011891616508364677,0.0003668751160148531,0.8228800296783447
7,0.0005200419691391289,0.013484645634889603,0.00048433823394589126,0.7081066370010376,0.0005917828530073166,0.013959422707557678,0.0005570640787482262,0.8176000118255615
8,0.0005215649143792689,0.013476167805492878,0.00048593583051115274,0.7067466378211975,0.00048091643839143217,0.013011960312724113,0.00044610461918637156,0.8310400247573853
9,0.0005106617463752627,0.013334542512893677,0.0004754676774609834,0.7095733284950256,0.0003846627369057387,0.011682814918458462,0.0003486802743282169,0.8296800255775452
